1737000410289,2232,simpli,200,OK,Thread Group 1-1,text,true,,664746,242,1,1,https://www.simplilearn.com/,325,0,149
1737000410289,341,simpli-0,301,Moved Permanently,Thread Group 1-1,text,true,,569,121,1,1,http://www.simplilearn.com/,325,0,149
1737000410638,1883,simpli-1,200,OK,Thread Group 1-1,text,true,,664177,121,1,1,https://www.simplilearn.com/,1128,0,875
1737000412546,331,resources,200,OK,Thread Group 1-1,text,true,,321180,260,1,1,https://www.simplilearn.com/resources,37,0,0
1737000412546,37,resources-0,301,Moved Permanently,Thread Group 1-1,text,true,,578,130,1,1,http://www.simplilearn.com/resources,37,0,0
1737000412584,293,resources-1,200,OK,Thread Group 1-1,text,true,,320602,130,1,1,https://www.simplilearn.com/resources,76,0,0
1737000412879,782,corporate,200,OK,Thread Group 1-1,text,true,,1677894,278,1,1,https://www.simplilearn.com/corporate-training,53,0,0
1737000412879,53,corporate-0,301,Moved Permanently,Thread Group 1-1,text,true,,587,139,1,1,http://www.simplilearn.com/corporate-training,53,0,0
1737000412933,728,corporate-1,200,OK,Thread Group 1-1,text,true,,1677307,139,1,1,https://www.simplilearn.com/corporate-training,97,0,0
